162	141	138	
184	160	158	
180	159	156	
104	83	80	
160	141	137	
201	182	178	
224	205	201	
160	142	138	
217	199	195	
61	46	41	
184	169	164	
255	248	242	
237	224	218	
107	94	88	
163	150	144	
214	199	192	
165	145	138	
117	94	88	
126	101	94	
158	133	126	
155	128	121	
157	130	123	
170	143	136	
157	132	125	
167	143	139	
113	92	89	
57	39	39	
62	47	50	
118	107	113	
161	154	161	
188	183	190	
214	212	217	
255	254	255	
199	198	194	
150	149	147	
182	181	179	
243	243	245	
251	252	254	
246	247	252	
252	255	255	
248	252	255	
144	148	159	
34	40	52	
96	102	116	
82	89	107	
37	44	62	
156	163	181	
203	210	228	
96	103	121	
62	69	85	
54	62	73	
69	78	83	
121	130	127	
164	174	165	
229	237	222	
182	191	172	
103	111	88	
163	171	148	
156	159	140	
208	211	194	
250	250	240	
137	137	129	
76	75	71	
146	142	139	
84	79	73	
67	60	52	
70	60	51	
69	56	48	
50	33	25	
57	38	31	
91	71	64	
111	88	80	
145	122	114	
202	182	171	
200	182	170	
193	177	162	
132	120	104	
97	88	71	
99	94	75	
96	90	76	
122	111	105	
101	87	86	
55	41	38	
74	59	56	
104	89	84	
96	78	74	
113	94	88	
136	117	111	
28	8	1	
31	8	2	
36	11	4	
44	19	12	
87	63	53	
165	138	129	
181	154	145	
132	105	98	
130	106	102	
113	89	85	
130	105	101	
154	127	120	
154	124	116	
164	134	123	
195	163	152	
212	180	167	
205	176	162	
227	199	185	
191	164	153	
187	165	154	
142	124	114	
25	11	2	
44	31	25	
161	148	140	
172	158	149	
111	94	84	
105	88	78	
107	89	79	
114	96	86	
125	107	97	
88	70	60	
60	40	31	
22	0	0	
53	30	22	
121	96	89	
176	151	144	
65	40	33	
71	46	39	
121	94	87	
174	147	138	
209	181	169	
221	192	178	
237	209	197	
228	200	188	
196	168	157	
180	153	142	
172	145	136	
152	128	118	
232	209	201	
198	175	167	
61	41	34	
19	0	0	
58	39	33	
102	83	77	
159	140	136	
147	129	125	
211	201	192	
212	203	194	
87	77	68	
85	75	66	
62	49	41	
51	38	30	
26	11	4	
91	76	69	
145	128	121	
130	113	106	
96	77	71	
84	65	59	
109	88	83	
129	108	103	
151	127	123	
179	160	154	
119	104	97	
122	112	103	
156	145	141	
162	151	149	
166	154	154	
104	92	96	
84	71	78	
245	232	241	
255	247	255	
174	161	168	
206	194	198	
101	89	89	
119	108	106	
37	26	20	
9	0	0	
4	0	0	
75	83	85	
219	234	239	
245	255	255	
133	145	157	
212	224	238	
106	117	135	
110	118	141	
62	70	93	
3	9	33	
103	109	133	
138	143	165	
123	128	148	
112	115	132	
7	10	25	
71	75	87	
210	212	224	
186	184	198	
165	158	174	
107	99	112	
81	70	78	
90	75	78	
77	59	57	
104	84	77	
187	165	154	
146	122	112	
128	104	94	
118	95	89	
135	114	109	
162	140	142	
160	141	145	
126	106	115	
92	70	73	
97	64	59	
178	141	132	
184	151	144	
195	167	163	
193	172	171	
193	179	179	
217	211	215	
170	169	175	
238	242	251	
226	236	246	
144	158	169	
190	207	217	
140	160	171	
123	143	154	
50	72	83	
119	137	147	
235	248	254	
200	210	212	
142	152	153	
